z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.0,0.33483759258106044,0.0,300.0,1.1137332697174345,1.1325072403677248e-11,1.9932048519504653e-15,4.721467432372766e-17,0.18656716417700372,1.0153056745283628e-14,-1.5918322233087077e-15,9.145991603194574e-16,3.387142488796368e-16,-1.0339412715825496e-14,2.1809073945589638e-31,-8.999701110110135e-16,-3.987562675423078e-28,-1.5854039996432855e-15,0.11194029850613063,-1.6037668677625139e-16,-3.94997258820639e-17,6.463672701321109e-21,-5.281949896881729e-15,-2.5937829637140855e-30,-1.8854053697033516e-25,-4.8484792109053e-16,5.1349926967674505e-15,1.5956910506587887e-16,-3.4733688099906163e-34,1.61809496037883e-15,5.853998602014593e-25,2.3690439968761645e-15,1.0296384004340126e-31,-1.4184037499091854e-16,1.2649299896854494e-18,3.0647685987166755e-14,-2.1469110317489108e-14,-8.815927314809358e-18,4.5278828619627806e-17,3.2748171859223476e-30,-1.5135131477612493e-15,3.752325590077109e-16,9.488866438074148e-18,-1.6747813117017243e-16,5.979113627933225e-17,4.800999198996109e-16,2.5246385192156258e-16,9.106332969544246e-32,1.3813536048806848e-20,5.493418398862367e-16,-6.825089625124533e-16,5.9903075751304576e-18,0.7014925373055311,9.60454621624239e-104,-9.403404792009785e-16,-3.4170906362604166e-16,-2.9388006934451004e-30,-2.1385898828553447e-17
0.0005,0.3348375925883327,0.0,299.99999999977604,1.1137332696932427,3.5652456071080635e-11,2.6190739429689763e-19,2.9863358744692507e-16,0.18656716417251104,-4.0709601899382786e-16,-1.3312708991768278e-14,8.0871504444241e-15,3.7136758546798877e-16,-5.134005816413216e-20,-3.9483308791262695e-34,-8.817971855573454e-20,-3.284578360662602e-27,-1.3296562092256678e-14,0.11194029850327374,-1.561678112454569e-15,-4.550804895006651e-16,7.37743646321892e-20,-5.454172965745939e-15,-8.737086414840006e-29,-2.3043767906569383e-24,-4.848479250761902e-16,1.429666418250319e-20,1.5956910521180219e-16,-7.326078230317646e-36,1.6180950410367438e-15,1.5305750999027526e-23,2.3690439917266158e-15,2.786810737945287e-31,-1.4184037436398088e-16,1.2649290228408978e-18,1.9986223457979245e-14,-4.166667715732761e-16,-8.815859443748178e-18,4.527882923859696e-17,2.889006964673868e-29,-1.3655081271207516e-14,3.752325522448745e-16,9.488869284481055e-18,-1.705876170675822e-16,4.694762662882968e-22,4.800997226653349e-16,2.5246265550753756e-16,-1.7650663662266897e-34,1.3813536324585033e-20,5.493418451814821e-16,-6.825089675951087e-16,6.788861162361955e-17,0.7014925372885795,1.7051211076634187e-103,-9.403405291989937e-16,-3.417090784888353e-16,-4.1658685131491735e-29,-2.138589870555963e-17
0.00075,0.33483759259817136,0.0,299.99999999978985,1.1137332696605171,6.741479975195261e-11,1.0122150165957154e-22,4.3556259032525485e-15,0.18656716416662533,-5.841012631913821e-17,-1.4078681479347837e-14,8.054936616778646e-15,3.876801301792701e-16,-5.602354920358771e-25,-4.601142836904786e-39,-1.8624666013394593e-23,-6.909986447109066e-31,-1.4014552092191942e-14,0.11194029849952884,-1.561642647748253e-15,-4.55122007724706e-16,2.6569939188632974e-24,-5.4541905191425645e-15,-1.010785605062368e-29,-2.4052454846452973e-24,-4.84847927665439e-16,8.439044082101348e-26,1.595691066927105e-16,1.2027249602299238e-34,1.618095134025349e-15,2.794733156259667e-23,2.3690439927857266e-15,6.102611220952647e-31,-1.4184037379209715e-16,1.2649281627029112e-18,1.5844126616853206e-14,-1.7435414799853335e-17,-8.815699090922951e-18,4.5278830709552997e-17,1.129241532323721e-32,-9.877726680663446e-15,3.752325431831604e-16,9.48886951774922e-18,-1.706452791487899e-16,7.887895459825185e-27,4.800996434924583e-16,2.5246218106015314e-16,-5.412071938352763e-39,1.3813536742992723e-20,5.493418499690722e-16,-6.825089722128112e-16,6.788910815858927e-17,0.7014925372664447,1.9543687732765587e-103,-9.403405971420689e-16,-3.4170908644312804e-16,-1.3278278055533005e-28,-2.138589859631416e-17
0.001,0.33483759261856305,0.0,299.9999999998045,1.1137332695926914,1.3329502481503514e-10,-1.6671399813317713e-25,7.521107396641297e-15,0.18656716415442204,-1.0392648822794023e-18,-1.407479454778065e-14,8.022198944680446e-15,4.040295362802853e-16,-5.477485411566817e-30,-2.9603134910314397e-44,-6.048822370052064e-27,-1.4450782865859325e-31,-1.3935024585947236e-14,0.11194029849175986,-1.5615000112634572e-15,-4.551218068441189e-16,8.998787160644183e-29,-5.454190796905983e-15,1.1672347752910896e-30,-2.3986424235352286e-24,-4.848479243432212e-16,4.653166207894209e-31,1.5956911652281626e-16,2.4118040030674483e-36,1.6180952792318099e-15,3.868840777761766e-23,2.3690440267717398e-15,8.198068746181062e-31,-1.4184037349169293e-16,1.264927769371646e-18,1.2571226878952024e-14,-6.563913408733864e-19,-8.815139823716476e-18,4.5278837148206246e-17,-1.8344323074647288e-35,-6.55382105558995e-15,3.7523253284116693e-16,9.488869561240504e-18,-1.7064439895606434e-16,1.2187751224037918e-31,4.800995839943393e-16,2.5246181719950324e-16,-1.1053186832489608e-43,1.3813538246669268e-20,5.493418523488532e-16,-6.82508974486655e-16,6.78891118135142e-17,0.7014925372205336,2.1124423919653602e-103,-9.403407152953104e-16,-3.4170909362749626e-16,-2.050737876412394e-28,-2.1385898538525955e-17
0.0015625,0.3348375927444534,0.0,299.9999999998266,1.1137332691739563,5.402636749350956e-10,-1.845755673951405e-25,1.1922335116556091e-14,0.18656716407905258,6.748053852898652e-18,-1.3764887342671242e-14,7.948399054801768e-15,4.409065734875636e-16,-2.2571266370893668e-35,4.839374710433553e-45,-1.5169575336218477e-27,-2.7615390419498874e-31,-1.3411059439887045e-14,0.11194029844376734,-1.5590791301819005e-15,-4.551171760469608e-16,1.530815132462981e-29,-5.454190639891633e-15,2.817278031637067e-30,-2.359983220367768e-24,-4.848478166993048e-16,1.1043676785931456e-36,1.5956931975123796e-16,-5.176607508078808e-35,1.6180961261033302e-15,5.358823170721893e-23,2.3690449525281144e-15,1.0898547228400143e-30,-1.4184037202284117e-16,1.2649273743617237e-18,7.872580036173516e-15,-1.0608062451239643e-20,-8.808799146734896e-18,4.527893998269431e-17,-2.035996081160758e-35,-1.7794965280789853e-15,3.752325326749731e-16,9.48886908055373e-18,-1.706369528584363e-16,7.962581652712187e-37,4.800995103496353e-16,2.5246135337841503e-16,1.224866047804073e-45,1.381356872622719e-20,5.493418543910307e-16,-6.825089761198061e-16,6.788912085105533e-17,0.7014925369369216,2.2552455089709863e-103,-9.403411134392046e-16,-3.4170910907257143e-16,-3.068061778223918e-28,-2.1385898220475906e-17
0.002125,0.3348375931745391,0.0,299.9999999998445,1.113733267743411,1.9308197254115146e-09,-1.6329068542934748e-25,1.4529917489909366e-14,0.18656716382153873,8.484651816429138e-18,-1.2960846536623257e-14,7.874605906701078e-15,4.779688060490674e-16,-8.8610852142723e-41,2.1127239339133824e-45,-9.393647150025222e-28,-2.7855720199779537e-31,-1.277211598664154e-14,0.11194029827978441,-1.5347683712002876e-15,-4.550575377221907e-16,1.6720233422809213e-29,-5.454180689332084e-15,3.222407521193293e-30,-2.311957318138439e-24,-4.848463633830637e-16,2.606764840241472e-42,1.5957180787461581e-16,-6.367598967544985e-35,1.6181021549526936e-15,6.22580058313186e-23,2.3690588895130232e-15,1.2448749026596962e-30,-1.4184035366752115e-16,1.2649271918741041e-18,4.926562107162192e-15,-1.6300655534132604e-22,-8.76699465879039e-18,4.5279919361095046e-17,-1.8012097226422326e-35,1.2124832280278887e-15,3.7523285255339944e-16,9.488868280148177e-18,-1.7062941279195844e-16,-7.779814629928974e-39,4.800994881790702e-16,2.524611009254146e-16,7.831754405653288e-46,1.381396153956259e-20,5.493418549142465e-16,-6.825089729934496e-16,6.788913043627345e-17,0.7014925359678583,2.312574419693709e-103,-9.403415857744618e-16,-3.417091237665951e-16,-3.67832427452792e-28,-2.1385893975588372e-17
0.00325,0.33483759715303496,0.0,299.99999999996555,1.1137332545101886,1.4794280972588156e-08,-1.1082123725651635e-25,1.6503731145413898e-14,0.18656716143940752,9.674327260770995e-18,8.088560695103967e-16,7.731750488752234e-15,5.554353199057077e-16,-1.6529506778901332e-46,8.968743688237105e-46,-4.159908281453031e-28,-2.2616300062572837e-31,-1.1332240930073075e-14,0.11194029676284273,-8.268662873924917e-16,-4.528171227277708e-16,1.2720127242053386e-29,-5.453782710959726e-15,3.47836119519735e-30,-2.20917087567168e-24,-4.847900303027006e-16,6.51485861802221e-44,1.5966064976692818e-16,-1.1032953192233365e-34,1.618308367212205e-15,6.838440361743396e-23,2.369662895180516e-15,1.3519355280597854e-30,-1.4183955914867103e-16,1.2649278317755923e-18,2.2207646122603616e-15,-1.1964524218954765e-24,-7.981889851929786e-18,4.530693755154647e-17,-1.2224355646822804e-35,3.946592033194102e-15,3.7524475869605487e-16,9.488868181360582e-18,-1.7061414876940775e-16,-9.758270517950284e-39,4.80100153668728e-16,2.5246093852949695e-16,3.8894649765588225e-46,1.3828797634983576e-20,5.493418492328668e-16,-6.825088378111722e-16,6.788915056713235e-17,0.701492527003452,2.3725982949300377e-103,-9.403426228253538e-16,-3.417091408591199e-16,-6.478650669668724e-28,-2.1385707608812774e-17
0.0055,0.3348376628069241,0.0,300.0000000055696,1.1137330361330917,2.2705649223972203e-07,1.124253848101012e-25,1.6635518311493184e-14,0.1865671221314166,9.76773307597879e-18,6.778445113132669e-13,7.760390816627574e-15,8.816361059647338e-16,-1.4964837048858074e-52,3.3863390656679445e-46,-1.1589384327230662e-28,-1.0620349693539892e-31,-8.513793286713755e-15,0.11194027173114574,3.8982917224550235e-14,-2.8898406812510366e-16,1.2640071401941538e-29,-5.4242646064870054e-15,3.4122376313374694e-30,-2.0795605254225706e-24,-4.805386648825348e-16,6.569437430283111e-44,1.6582697192602624e-16,-1.0631609510901922e-34,1.6330769387022882e-15,6.722428863893927e-23,2.4203359245882096e-15,1.3616123307216851e-30,-1.4177170954872726e-16,1.2649913943014744e-18,6.425321126137318e-16,-4.9141212137540326e-27,1.99374185635919e-17,4.674360631452073e-17,1.2401272852297263e-35,5.5411817156127875e-15,3.7604038074874212e-16,9.48903719199035e-18,-1.7057309224535973e-16,-9.520788933267827e-39,4.801521481779188e-16,2.5246088999301134e-16,1.246386335916138e-46,1.491992098414708e-20,5.493417570283976e-16,-6.8249936997523535e-16,6.788916947782817e-17,0.7014923790802081,2.5292217611502917e-103,-9.403444687318002e-16,-3.4170819255411883e-16,-6.2347525273735875e-28,-2.136963963288085e-17
0.006625,0.33483793370413295,0.0,300.00000007836866,1.113732135079236,1.1027000590068457e-06,5.508034252072986e-25,1.6377948070629953e-14,0.18656695997345538,9.620018222653257e-18,9.422325916971342e-12,1.2232322943967715e-14,3.44035219704591e-15,2.3661873266140714e-54,-3.669392918290563e-46,-5.876056493899433e-29,-5.293157312632616e-31,-8.362954280785994e-15,0.11194016846312571,5.986705485555181e-13,2.7061321498340237e-15,1.6195578600340972e-29,-4.8775672556982474e-15,3.32039431364397e-30,1.1317372325602382e-23,-4.0032488491987917e-16,9.053469851489247e-44,2.728232575930946e-16,-7.871431520991941e-35,1.8988001358121942e-15,6.179728622734894e-23,3.475345986679049e-15,1.8747065628666295e-30,-1.4032141489673224e-16,1.266356216341645e-18,2.9046671878540015e-16,1.0108829027444936e-26,2.681492766881981e-16,6.584157860126471e-17,6.075729268971514e-35,5.944220084885209e-15,3.892679243523734e-16,9.492283883421747e-18,-1.704042729420738e-16,-9.274546430748002e-39,4.811307113718985e-16,2.5246145714885636e-16,-2.2316058915335534e-46,3.498153285668623e-20,5.493415737697695e-16,-6.823276061876853e-16,6.788936346405784e-17,0.7014917688533061,2.5461945741844257e-103,-9.40344642006224e-16,-3.416842052484772e-16,-4.562393101063388e-28,-2.102308500820403e-17
0.00775,0.33483951501263703,0.0,300.00000136553643,1.1137268753855962,6.210950882088421e-06,5.7141619695695514e-24,1.7175762484608536e-14,0.1865660139716991,1.0093088132651672e-17,1.6322634952687493e-10,1.0012431233238756e-13,5.110562064999282e-14,6.739354687664934e-54,-4.151338864411881e-45,-2.560841761469778e-29,-5.877905264322489e-31,-2.3312226061229847e-16,0.111939565944897,1.1276782808262794e-11,7.671141239104041e-14,7.288388727490644e-29,8.805643392815924e-15,3.3194253998309166e-30,1.8946007035827385e-22,1.6443763333112921e-15,7.539993612607148e-43,2.78390319255473e-15,2.9037199339095968e-34,8.36283527347984e-15,3.9894535813435614e-23,8.984599902586172e-15,1.5581057647689252e-29,-9.849392346636884e-17,1.3057366387625761e-18,1.3111441363556332e-16,1.4965842921573173e-25,3.293132239048846e-15,4.10700654271981e-16,6.303083437242375e-34,7.003539494281828e-15,6.868256761199838e-16,9.573511804395065e-18,-1.6744684095298987e-16,-7.542736445314125e-39,5.059876340336008e-16,2.524813250330412e-16,1.33874926057948e-45,5.334762751290513e-19,5.493454417642187e-16,-6.780713968761838e-16,6.789605764885172e-17,0.7014882089577325,2.342447508074566e-103,-9.403403983266033e-16,-3.4088053497143617e-16,1.785387946369382e-27,-1.0940006911413043e-17
